ID	Target	Stance	Dataset
2983	Donald Trump	NONE	mtsd
2984	Donald Trump	FAVOR	mtsd
2985	Donald Trump	NONE	mtsd
2986	Donald Trump	AGAINST	mtsd
2987	Donald Trump	FAVOR	mtsd
2988	Donald Trump	NONE	mtsd
2989	Donald Trump	FAVOR	mtsd
2990	Donald Trump	NONE	mtsd
2991	Donald Trump	FAVOR	mtsd
2992	Donald Trump	AGAINST	mtsd
2993	Donald Trump	FAVOR	mtsd
2994	Donald Trump	AGAINST	mtsd
2995	Donald Trump	FAVOR	mtsd
2996	Donald Trump	AGAINST	mtsd
2997	Donald Trump	AGAINST	mtsd
2998	Donald Trump	NONE	mtsd
2999	Donald Trump	FAVOR	mtsd
3000	Donald Trump	AGAINST	mtsd
3001	Donald Trump	NONE	mtsd
3002	Donald Trump	NONE	mtsd
3003	Donald Trump	FAVOR	mtsd
3004	Donald Trump	AGAINST	mtsd
3005	Donald Trump	AGAINST	mtsd
3006	Donald Trump	AGAINST	mtsd
3007	Donald Trump	FAVOR	mtsd
3008	Donald Trump	NONE	mtsd
3009	Donald Trump	AGAINST	mtsd
3010	Donald Trump	NONE	mtsd
3011	Donald Trump	FAVOR	mtsd
3012	Donald Trump	FAVOR	mtsd
3013	Donald Trump	FAVOR	mtsd
3014	Donald Trump	FAVOR	mtsd
3015	Donald Trump	AGAINST	mtsd
3016	Donald Trump	FAVOR	mtsd
3017	Donald Trump	NONE	mtsd
3018	Donald Trump	FAVOR	mtsd
3019	Donald Trump	FAVOR	mtsd
3020	Donald Trump	AGAINST	mtsd
3021	Donald Trump	FAVOR	mtsd
3022	Donald Trump	FAVOR	mtsd
3023	Donald Trump	NONE	mtsd
3024	Donald Trump	FAVOR	mtsd
3025	Donald Trump	AGAINST	mtsd
3026	Donald Trump	AGAINST	mtsd
3027	Donald Trump	NONE	mtsd
3028	Donald Trump	NONE	mtsd
3029	Donald Trump	FAVOR	mtsd
3030	Donald Trump	FAVOR	mtsd
3031	Donald Trump	NONE	mtsd
3032	Donald Trump	AGAINST	mtsd
3033	Donald Trump	NONE	mtsd
3034	Donald Trump	AGAINST	mtsd
3035	Donald Trump	NONE	mtsd
3036	Donald Trump	FAVOR	mtsd
3037	Donald Trump	FAVOR	mtsd
3038	Donald Trump	FAVOR	mtsd
3039	Donald Trump	FAVOR	mtsd
3040	Donald Trump	NONE	mtsd
3041	Donald Trump	NONE	mtsd
3042	Donald Trump	NONE	mtsd
3043	Donald Trump	FAVOR	mtsd
3044	Donald Trump	NONE	mtsd
3045	Donald Trump	FAVOR	mtsd
3046	Donald Trump	FAVOR	mtsd
3047	Donald Trump	FAVOR	mtsd
3048	Donald Trump	FAVOR	mtsd
3049	Donald Trump	FAVOR	mtsd
3050	Donald Trump	FAVOR	mtsd
3051	Donald Trump	FAVOR	mtsd
3052	Donald Trump	FAVOR	mtsd
3053	Donald Trump	FAVOR	mtsd
3054	Donald Trump	AGAINST	mtsd
3055	Donald Trump	NONE	mtsd
3056	Donald Trump	FAVOR	mtsd
3057	Donald Trump	NONE	mtsd
3058	Donald Trump	AGAINST	mtsd
3059	Donald Trump	FAVOR	mtsd
3060	Donald Trump	FAVOR	mtsd
3061	Donald Trump	FAVOR	mtsd
3062	Donald Trump	FAVOR	mtsd
3063	Donald Trump	NONE	mtsd
3064	Donald Trump	AGAINST	mtsd
3065	Donald Trump	FAVOR	mtsd
3066	Donald Trump	NONE	mtsd
3067	Donald Trump	AGAINST	mtsd
3068	Donald Trump	FAVOR	mtsd
3069	Donald Trump	FAVOR	mtsd
3070	Donald Trump	FAVOR	mtsd
3071	Donald Trump	NONE	mtsd
3072	Donald Trump	AGAINST	mtsd
3073	Donald Trump	FAVOR	mtsd
3074	Donald Trump	FAVOR	mtsd
3075	Donald Trump	FAVOR	mtsd
3076	Donald Trump	AGAINST	mtsd
3077	Donald Trump	FAVOR	mtsd
3078	Donald Trump	AGAINST	mtsd
3079	Donald Trump	AGAINST	mtsd
3080	Donald Trump	AGAINST	mtsd
3081	Donald Trump	AGAINST	mtsd
3082	Donald Trump	FAVOR	mtsd
3083	Donald Trump	FAVOR	mtsd
3084	Donald Trump	AGAINST	mtsd
3085	Donald Trump	FAVOR	mtsd
3086	Donald Trump	NONE	mtsd
3087	Donald Trump	AGAINST	mtsd
3088	Donald Trump	NONE	mtsd
3089	Donald Trump	AGAINST	mtsd
3090	Donald Trump	FAVOR	mtsd
3091	Donald Trump	NONE	mtsd
3092	Donald Trump	AGAINST	mtsd
3093	Donald Trump	FAVOR	mtsd
3094	Donald Trump	FAVOR	mtsd
3095	Donald Trump	FAVOR	mtsd
3096	Donald Trump	AGAINST	mtsd
3097	Donald Trump	FAVOR	mtsd
3098	Donald Trump	AGAINST	mtsd
3099	Donald Trump	FAVOR	mtsd
3100	Donald Trump	FAVOR	mtsd
3101	Donald Trump	FAVOR	mtsd
3102	Donald Trump	FAVOR	mtsd
3103	Donald Trump	AGAINST	mtsd
3104	Donald Trump	AGAINST	mtsd
3105	Donald Trump	FAVOR	mtsd
3106	Donald Trump	NONE	mtsd
3107	Donald Trump	FAVOR	mtsd
3108	Donald Trump	FAVOR	mtsd
3109	Donald Trump	FAVOR	mtsd
3110	Donald Trump	FAVOR	mtsd
3111	Donald Trump	NONE	mtsd
3112	Donald Trump	AGAINST	mtsd
3113	Donald Trump	FAVOR	mtsd
3114	Donald Trump	FAVOR	mtsd
3115	Donald Trump	NONE	mtsd
3116	Donald Trump	AGAINST	mtsd
3117	Donald Trump	FAVOR	mtsd
3118	Donald Trump	FAVOR	mtsd
3119	Donald Trump	FAVOR	mtsd
3120	Donald Trump	FAVOR	mtsd
3121	Donald Trump	NONE	mtsd
3122	Donald Trump	FAVOR	mtsd
3123	Donald Trump	NONE	mtsd
3124	Donald Trump	NONE	mtsd
3125	Donald Trump	FAVOR	mtsd
3126	Donald Trump	FAVOR	mtsd
3127	Donald Trump	AGAINST	mtsd
3128	Donald Trump	FAVOR	mtsd
3129	Donald Trump	FAVOR	mtsd
3130	Donald Trump	AGAINST	mtsd
3131	Donald Trump	NONE	mtsd
3132	Donald Trump	AGAINST	mtsd
3133	Donald Trump	NONE	mtsd
3134	Donald Trump	NONE	mtsd
3135	Donald Trump	FAVOR	mtsd
3136	Donald Trump	AGAINST	mtsd
3137	Donald Trump	FAVOR	mtsd
3138	Donald Trump	AGAINST	mtsd
3139	Donald Trump	AGAINST	mtsd
3140	Donald Trump	FAVOR	mtsd
3141	Donald Trump	NONE	mtsd
3142	Donald Trump	FAVOR	mtsd
3143	Donald Trump	NONE	mtsd
3144	Donald Trump	AGAINST	mtsd
3145	Donald Trump	FAVOR	mtsd
3146	Donald Trump	NONE	mtsd
3147	Donald Trump	FAVOR	mtsd
3148	Donald Trump	FAVOR	mtsd
3149	Donald Trump	FAVOR	mtsd
3150	Donald Trump	AGAINST	mtsd
3151	Donald Trump	NONE	mtsd
3152	Donald Trump	AGAINST	mtsd
3153	Donald Trump	NONE	mtsd
3154	Donald Trump	FAVOR	mtsd
3155	Donald Trump	AGAINST	mtsd
3156	Donald Trump	AGAINST	mtsd
3157	Donald Trump	NONE	mtsd
3158	Donald Trump	NONE	mtsd
3159	Donald Trump	NONE	mtsd
3160	Donald Trump	NONE	mtsd
3161	Donald Trump	FAVOR	mtsd
3162	Donald Trump	AGAINST	mtsd
3163	Donald Trump	AGAINST	mtsd
3164	Donald Trump	NONE	mtsd
3165	Donald Trump	FAVOR	mtsd
3166	Donald Trump	NONE	mtsd
3167	Donald Trump	FAVOR	mtsd
3168	Donald Trump	FAVOR	mtsd
3169	Donald Trump	AGAINST	mtsd
3170	Donald Trump	NONE	mtsd
3171	Donald Trump	AGAINST	mtsd
3172	Donald Trump	AGAINST	mtsd
3173	Donald Trump	NONE	mtsd
3174	Donald Trump	AGAINST	mtsd
3175	Donald Trump	FAVOR	mtsd
3176	Donald Trump	FAVOR	mtsd
3177	Donald Trump	FAVOR	mtsd
3178	Donald Trump	NONE	mtsd
3179	Donald Trump	FAVOR	mtsd
3180	Donald Trump	AGAINST	mtsd
3181	Donald Trump	FAVOR	mtsd
3182	Donald Trump	FAVOR	mtsd
3183	Donald Trump	FAVOR	mtsd
3184	Donald Trump	AGAINST	mtsd
3185	Donald Trump	NONE	mtsd
3186	Donald Trump	FAVOR	mtsd
3187	Donald Trump	FAVOR	mtsd
3188	Donald Trump	NONE	mtsd
3189	Donald Trump	FAVOR	mtsd
3190	Donald Trump	FAVOR	mtsd
3191	Donald Trump	FAVOR	mtsd
3192	Donald Trump	FAVOR	mtsd
3193	Donald Trump	FAVOR	mtsd
3194	Donald Trump	NONE	mtsd
3195	Donald Trump	FAVOR	mtsd
3196	Donald Trump	FAVOR	mtsd
3197	Donald Trump	AGAINST	mtsd
3198	Donald Trump	AGAINST	mtsd
3199	Donald Trump	FAVOR	mtsd
3200	Donald Trump	FAVOR	mtsd
3201	Donald Trump	AGAINST	mtsd
3202	Donald Trump	FAVOR	mtsd
3203	Donald Trump	NONE	mtsd
3204	Donald Trump	FAVOR	mtsd
3205	Donald Trump	AGAINST	mtsd
3206	Donald Trump	AGAINST	mtsd
3207	Donald Trump	AGAINST	mtsd
3208	Donald Trump	FAVOR	mtsd
3209	Donald Trump	NONE	mtsd
3210	Donald Trump	FAVOR	mtsd
3211	Donald Trump	NONE	mtsd
3212	Donald Trump	AGAINST	mtsd
3213	Donald Trump	NONE	mtsd
3214	Donald Trump	FAVOR	mtsd
3215	Donald Trump	NONE	mtsd
3216	Donald Trump	AGAINST	mtsd
3217	Donald Trump	FAVOR	mtsd
3218	Donald Trump	FAVOR	mtsd
3219	Donald Trump	AGAINST	mtsd
3220	Donald Trump	AGAINST	mtsd
3221	Donald Trump	FAVOR	mtsd
3222	Donald Trump	FAVOR	mtsd
3223	Donald Trump	AGAINST	mtsd
3224	Donald Trump	NONE	mtsd
3225	Donald Trump	AGAINST	mtsd
3226	Donald Trump	AGAINST	mtsd
3227	Donald Trump	AGAINST	mtsd
3228	Donald Trump	NONE	mtsd
3229	Donald Trump	AGAINST	mtsd
3230	Donald Trump	FAVOR	mtsd
3231	Donald Trump	AGAINST	mtsd
3232	Donald Trump	NONE	mtsd
3233	Donald Trump	FAVOR	mtsd
3234	Donald Trump	NONE	mtsd
3235	Donald Trump	AGAINST	mtsd
3236	Donald Trump	FAVOR	mtsd
3237	Donald Trump	AGAINST	mtsd
3238	Donald Trump	FAVOR	mtsd
3239	Donald Trump	AGAINST	mtsd
3240	Donald Trump	AGAINST	mtsd
3241	Donald Trump	FAVOR	mtsd
3242	Donald Trump	FAVOR	mtsd
3243	Donald Trump	AGAINST	mtsd
3244	Donald Trump	AGAINST	mtsd
3245	Donald Trump	AGAINST	mtsd
3246	Donald Trump	FAVOR	mtsd
3247	Donald Trump	NONE	mtsd
3248	Donald Trump	FAVOR	mtsd
3249	Donald Trump	NONE	mtsd
3250	Donald Trump	FAVOR	mtsd
3251	Donald Trump	FAVOR	mtsd
3252	Donald Trump	NONE	mtsd
3253	Donald Trump	AGAINST	mtsd
3254	Donald Trump	NONE	mtsd
3255	Donald Trump	NONE	mtsd
3256	Donald Trump	NONE	mtsd
3257	Donald Trump	FAVOR	mtsd
3258	Donald Trump	FAVOR	mtsd
3259	Donald Trump	FAVOR	mtsd
3260	Donald Trump	FAVOR	mtsd
3261	Donald Trump	FAVOR	mtsd
3262	Donald Trump	NONE	mtsd
3263	Donald Trump	NONE	mtsd
3264	Donald Trump	FAVOR	mtsd
3265	Donald Trump	AGAINST	mtsd
3266	Donald Trump	AGAINST	mtsd
3267	Donald Trump	FAVOR	mtsd
3268	Donald Trump	FAVOR	mtsd
3269	Donald Trump	AGAINST	mtsd
3270	Donald Trump	FAVOR	mtsd
3271	Donald Trump	FAVOR	mtsd
3272	Donald Trump	FAVOR	mtsd
3273	Donald Trump	FAVOR	mtsd
3274	Donald Trump	FAVOR	mtsd
3275	Donald Trump	FAVOR	mtsd
3276	Donald Trump	AGAINST	mtsd
3277	Donald Trump	FAVOR	mtsd
3278	Donald Trump	AGAINST	mtsd
3279	Donald Trump	AGAINST	mtsd
3280	Donald Trump	FAVOR	mtsd
3281	Donald Trump	FAVOR	mtsd
3282	Donald Trump	FAVOR	mtsd
3283	Donald Trump	FAVOR	mtsd
3284	Donald Trump	FAVOR	mtsd
3285	Donald Trump	FAVOR	mtsd
3286	Donald Trump	FAVOR	mtsd
3287	Donald Trump	NONE	mtsd
3288	Donald Trump	NONE	mtsd
3289	Donald Trump	AGAINST	mtsd
3290	Donald Trump	AGAINST	mtsd
3291	Donald Trump	AGAINST	mtsd
3292	Donald Trump	AGAINST	mtsd
3293	Donald Trump	FAVOR	mtsd
3294	Donald Trump	AGAINST	mtsd
3295	Donald Trump	AGAINST	mtsd
3296	Donald Trump	NONE	mtsd
3297	Donald Trump	AGAINST	mtsd
3298	Donald Trump	FAVOR	mtsd
3299	Donald Trump	NONE	mtsd
3300	Donald Trump	FAVOR	mtsd
3301	Donald Trump	AGAINST	mtsd
3302	Donald Trump	NONE	mtsd
3303	Donald Trump	AGAINST	mtsd
3304	Donald Trump	AGAINST	mtsd
3305	Donald Trump	NONE	mtsd
3306	Donald Trump	FAVOR	mtsd
3307	Donald Trump	FAVOR	mtsd
3308	Donald Trump	AGAINST	mtsd
3309	Donald Trump	AGAINST	mtsd
3310	Donald Trump	AGAINST	mtsd
3311	Donald Trump	FAVOR	mtsd
3312	Donald Trump	FAVOR	mtsd
3313	Donald Trump	FAVOR	mtsd
3314	Donald Trump	FAVOR	mtsd
3315	Donald Trump	AGAINST	mtsd
3316	Donald Trump	NONE	mtsd
3317	Donald Trump	FAVOR	mtsd
3318	Donald Trump	FAVOR	mtsd
3319	Donald Trump	NONE	mtsd
3320	Donald Trump	FAVOR	mtsd
3321	Donald Trump	FAVOR	mtsd
3322	Donald Trump	FAVOR	mtsd
3323	Donald Trump	FAVOR	mtsd
3324	Donald Trump	NONE	mtsd
3325	Donald Trump	AGAINST	mtsd
3326	Donald Trump	AGAINST	mtsd
3327	Donald Trump	FAVOR	mtsd
3328	Donald Trump	NONE	mtsd
3329	Donald Trump	FAVOR	mtsd
3330	Donald Trump	FAVOR	mtsd
3331	Donald Trump	AGAINST	mtsd
3332	Donald Trump	AGAINST	mtsd
3333	Donald Trump	FAVOR	mtsd
3334	Donald Trump	NONE	mtsd
3335	Donald Trump	FAVOR	mtsd
3336	Donald Trump	NONE	mtsd
3337	Donald Trump	FAVOR	mtsd
3338	Donald Trump	AGAINST	mtsd
3339	Donald Trump	FAVOR	mtsd
3340	Donald Trump	FAVOR	mtsd
3341	Donald Trump	FAVOR	mtsd
3342	Donald Trump	AGAINST	mtsd
3343	Donald Trump	NONE	mtsd
3344	Donald Trump	NONE	mtsd
3345	Donald Trump	AGAINST	mtsd
3346	Donald Trump	FAVOR	mtsd
3347	Donald Trump	FAVOR	mtsd
3348	Donald Trump	NONE	mtsd
3349	Donald Trump	AGAINST	mtsd
3350	Donald Trump	NONE	mtsd
3351	Donald Trump	FAVOR	mtsd
3352	Donald Trump	FAVOR	mtsd
3353	Donald Trump	FAVOR	mtsd
3354	Donald Trump	FAVOR	mtsd
3355	Donald Trump	AGAINST	mtsd
3356	Donald Trump	NONE	mtsd
3357	Donald Trump	AGAINST	mtsd
3358	Donald Trump	NONE	mtsd
3359	Donald Trump	NONE	mtsd
3360	Donald Trump	AGAINST	mtsd
3361	Donald Trump	AGAINST	mtsd
3362	Donald Trump	AGAINST	mtsd
3363	Donald Trump	AGAINST	mtsd
3364	Donald Trump	NONE	mtsd
3365	Donald Trump	AGAINST	mtsd
3366	Donald Trump	FAVOR	mtsd
3367	Donald Trump	AGAINST	mtsd
3368	Donald Trump	NONE	mtsd
3369	Donald Trump	NONE	mtsd
3370	Donald Trump	FAVOR	mtsd
3371	Donald Trump	FAVOR	mtsd
3372	Donald Trump	FAVOR	mtsd
3373	Donald Trump	AGAINST	mtsd
3374	Donald Trump	FAVOR	mtsd
3375	Donald Trump	FAVOR	mtsd
3376	Donald Trump	FAVOR	mtsd
3377	Donald Trump	AGAINST	mtsd
3378	Donald Trump	FAVOR	mtsd
3379	Donald Trump	FAVOR	mtsd
3380	Donald Trump	FAVOR	mtsd
3381	Donald Trump	NONE	mtsd
3382	Donald Trump	FAVOR	mtsd
3383	Donald Trump	FAVOR	mtsd
3384	Donald Trump	FAVOR	mtsd
3385	Donald Trump	AGAINST	mtsd
3386	Donald Trump	FAVOR	mtsd
3387	Donald Trump	NONE	mtsd
3388	Donald Trump	FAVOR	mtsd
3389	Donald Trump	NONE	mtsd
3390	Donald Trump	AGAINST	mtsd
3391	Donald Trump	FAVOR	mtsd
3392	Donald Trump	NONE	mtsd
3393	Donald Trump	NONE	mtsd
3394	Donald Trump	NONE	mtsd
3395	Donald Trump	AGAINST	mtsd
3396	Donald Trump	FAVOR	mtsd
3397	Donald Trump	FAVOR	mtsd
3398	Donald Trump	AGAINST	mtsd
3399	Donald Trump	AGAINST	mtsd
3400	Donald Trump	FAVOR	mtsd
3401	Donald Trump	FAVOR	mtsd
3402	Donald Trump	AGAINST	mtsd
3403	Donald Trump	AGAINST	mtsd
3404	Donald Trump	NONE	mtsd
3405	Donald Trump	AGAINST	mtsd
3406	Donald Trump	FAVOR	mtsd
3407	Donald Trump	NONE	mtsd
3408	Donald Trump	AGAINST	mtsd
3409	Donald Trump	FAVOR	mtsd
3410	Donald Trump	AGAINST	mtsd
3411	Donald Trump	FAVOR	mtsd
3412	Donald Trump	AGAINST	mtsd
3413	Donald Trump	AGAINST	mtsd
3414	Donald Trump	AGAINST	mtsd
3415	Donald Trump	NONE	mtsd
3416	Donald Trump	NONE	mtsd
3417	Donald Trump	AGAINST	mtsd
3418	Donald Trump	NONE	mtsd
3419	Donald Trump	AGAINST	mtsd
3420	Donald Trump	FAVOR	mtsd
3421	Donald Trump	FAVOR	mtsd
3422	Donald Trump	NONE	mtsd
3423	Donald Trump	NONE	mtsd
3424	Donald Trump	AGAINST	mtsd
3425	Donald Trump	AGAINST	mtsd
3426	Donald Trump	FAVOR	mtsd
3427	Donald Trump	FAVOR	mtsd
3428	Donald Trump	AGAINST	mtsd
3429	Donald Trump	AGAINST	mtsd
3430	Donald Trump	AGAINST	mtsd
3431	Donald Trump	NONE	mtsd
3432	Donald Trump	NONE	mtsd
3433	Donald Trump	FAVOR	mtsd
3434	Donald Trump	NONE	mtsd
3435	Donald Trump	FAVOR	mtsd
3436	Donald Trump	AGAINST	mtsd
3437	Donald Trump	NONE	mtsd
3438	Donald Trump	NONE	mtsd
3439	Donald Trump	AGAINST	mtsd
3440	Donald Trump	AGAINST	mtsd
3441	Donald Trump	FAVOR	mtsd
3442	Donald Trump	FAVOR	mtsd
3443	Donald Trump	AGAINST	mtsd
3444	Donald Trump	NONE	mtsd
3445	Donald Trump	AGAINST	mtsd
3446	Donald Trump	AGAINST	mtsd
3447	Donald Trump	FAVOR	mtsd
3448	Donald Trump	NONE	mtsd
3449	Donald Trump	FAVOR	mtsd
3450	Donald Trump	AGAINST	mtsd
3451	Donald Trump	FAVOR	mtsd
3452	Donald Trump	AGAINST	mtsd
3453	Donald Trump	AGAINST	mtsd
3454	Donald Trump	NONE	mtsd
3455	Donald Trump	NONE	mtsd
3456	Donald Trump	FAVOR	mtsd
3457	Donald Trump	FAVOR	mtsd
3458	Donald Trump	NONE	mtsd
3459	Donald Trump	NONE	mtsd
3460	Donald Trump	NONE	mtsd
3461	Donald Trump	FAVOR	mtsd
3462	Donald Trump	FAVOR	mtsd
3463	Donald Trump	FAVOR	mtsd
3464	Donald Trump	FAVOR	mtsd
3465	Donald Trump	NONE	mtsd
3466	Donald Trump	NONE	mtsd
3467	Donald Trump	FAVOR	mtsd
3468	Donald Trump	FAVOR	mtsd
3469	Donald Trump	NONE	mtsd
3470	Donald Trump	NONE	mtsd
3471	Donald Trump	NONE	mtsd
3472	Donald Trump	NONE	mtsd
3473	Donald Trump	FAVOR	mtsd
3474	Donald Trump	AGAINST	mtsd
3475	Donald Trump	FAVOR	mtsd
3476	Donald Trump	AGAINST	mtsd
3477	Donald Trump	NONE	mtsd
3478	Donald Trump	AGAINST	mtsd
3479	Donald Trump	FAVOR	mtsd
3480	Donald Trump	AGAINST	mtsd
3481	Donald Trump	NONE	mtsd
3482	Donald Trump	FAVOR	mtsd
3483	Donald Trump	AGAINST	mtsd
3484	Donald Trump	FAVOR	mtsd
3485	Donald Trump	AGAINST	mtsd
3486	Donald Trump	AGAINST	mtsd
3487	Donald Trump	FAVOR	mtsd
3488	Donald Trump	FAVOR	mtsd
3489	Donald Trump	AGAINST	mtsd
3490	Donald Trump	NONE	mtsd
3491	Donald Trump	AGAINST	mtsd
3492	Donald Trump	NONE	mtsd
3493	Donald Trump	FAVOR	mtsd
3494	Donald Trump	NONE	mtsd
3495	Donald Trump	FAVOR	mtsd
3496	Donald Trump	NONE	mtsd
3497	Donald Trump	FAVOR	mtsd
3498	Donald Trump	NONE	mtsd
3499	Donald Trump	AGAINST	mtsd
3500	Donald Trump	FAVOR	mtsd
3501	Donald Trump	FAVOR	mtsd
3502	Donald Trump	FAVOR	mtsd
3503	Donald Trump	AGAINST	mtsd
3504	Donald Trump	AGAINST	mtsd
3505	Donald Trump	AGAINST	mtsd
3506	Donald Trump	FAVOR	mtsd
3507	Donald Trump	AGAINST	mtsd
3508	Donald Trump	AGAINST	mtsd
3509	Donald Trump	FAVOR	mtsd
3510	Donald Trump	FAVOR	mtsd
3511	Donald Trump	AGAINST	mtsd
3512	Donald Trump	FAVOR	mtsd
3513	Donald Trump	FAVOR	mtsd
3514	Donald Trump	AGAINST	mtsd
3515	Donald Trump	FAVOR	mtsd
3516	Donald Trump	FAVOR	mtsd
3517	Donald Trump	AGAINST	mtsd
3518	Donald Trump	AGAINST	mtsd
3519	Donald Trump	AGAINST	mtsd
3520	Donald Trump	NONE	mtsd
3521	Donald Trump	FAVOR	mtsd
3522	Donald Trump	FAVOR	mtsd
3523	Donald Trump	AGAINST	mtsd
3524	Donald Trump	NONE	mtsd
3525	Donald Trump	AGAINST	mtsd
3526	Donald Trump	NONE	mtsd
3527	Donald Trump	FAVOR	mtsd
3528	Donald Trump	NONE	mtsd
3529	Donald Trump	AGAINST	mtsd
3530	Donald Trump	AGAINST	mtsd
3531	Donald Trump	FAVOR	mtsd
3532	Donald Trump	FAVOR	mtsd
3533	Donald Trump	AGAINST	mtsd
3534	Donald Trump	FAVOR	mtsd
3535	Donald Trump	AGAINST	mtsd
3536	Donald Trump	NONE	mtsd
3537	Donald Trump	AGAINST	mtsd
3538	Donald Trump	FAVOR	mtsd
3539	Donald Trump	AGAINST	mtsd
3540	Donald Trump	AGAINST	mtsd
3541	Donald Trump	FAVOR	mtsd
3542	Donald Trump	NONE	mtsd
3543	Donald Trump	NONE	mtsd
3544	Donald Trump	FAVOR	mtsd
3545	Donald Trump	AGAINST	mtsd
3546	Donald Trump	NONE	mtsd
3547	Donald Trump	FAVOR	mtsd
3548	Donald Trump	FAVOR	mtsd
3549	Donald Trump	AGAINST	mtsd
3550	Donald Trump	FAVOR	mtsd
3551	Donald Trump	FAVOR	mtsd
3552	Donald Trump	AGAINST	mtsd
3553	Donald Trump	NONE	mtsd
3554	Donald Trump	AGAINST	mtsd
3555	Donald Trump	NONE	mtsd
3556	Donald Trump	FAVOR	mtsd
3557	Donald Trump	FAVOR	mtsd
3558	Donald Trump	FAVOR	mtsd
3559	Donald Trump	AGAINST	mtsd
3560	Donald Trump	FAVOR	mtsd
3561	Donald Trump	AGAINST	mtsd
3562	Donald Trump	AGAINST	mtsd
3563	Donald Trump	AGAINST	mtsd
3564	Donald Trump	NONE	mtsd
3565	Donald Trump	FAVOR	mtsd
3566	Donald Trump	NONE	mtsd
3567	Donald Trump	NONE	mtsd
3568	Donald Trump	FAVOR	mtsd
3569	Donald Trump	FAVOR	mtsd
3570	Donald Trump	NONE	mtsd
3571	Donald Trump	AGAINST	mtsd
3572	Donald Trump	NONE	mtsd
3573	Donald Trump	NONE	mtsd
3574	Donald Trump	AGAINST	mtsd
3575	Donald Trump	AGAINST	mtsd
3576	Donald Trump	NONE	mtsd
3577	Donald Trump	NONE	mtsd
3578	Donald Trump	FAVOR	mtsd
3579	Donald Trump	FAVOR	mtsd
3580	Donald Trump	FAVOR	mtsd
3581	Donald Trump	AGAINST	mtsd
3582	Donald Trump	FAVOR	mtsd
3583	Donald Trump	NONE	mtsd
3584	Donald Trump	NONE	mtsd
3585	Donald Trump	NONE	mtsd
3586	Donald Trump	NONE	mtsd
3587	Donald Trump	FAVOR	mtsd
3588	Donald Trump	AGAINST	mtsd
3589	Donald Trump	FAVOR	mtsd
3590	Donald Trump	FAVOR	mtsd
3591	Donald Trump	AGAINST	mtsd
3592	Donald Trump	AGAINST	mtsd
3593	Donald Trump	AGAINST	mtsd
3594	Donald Trump	NONE	mtsd
3595	Donald Trump	NONE	mtsd
3596	Donald Trump	FAVOR	mtsd
3597	Donald Trump	FAVOR	mtsd
3598	Donald Trump	AGAINST	mtsd
3599	Donald Trump	NONE	mtsd
3600	Donald Trump	FAVOR	mtsd
3601	Donald Trump	AGAINST	mtsd
3602	Donald Trump	AGAINST	mtsd
3603	Donald Trump	FAVOR	mtsd
3604	Donald Trump	FAVOR	mtsd
3605	Donald Trump	AGAINST	mtsd
3606	Donald Trump	FAVOR	mtsd
3607	Donald Trump	FAVOR	mtsd
3608	Donald Trump	AGAINST	mtsd
3609	Donald Trump	FAVOR	mtsd
3610	Donald Trump	AGAINST	mtsd
3611	Donald Trump	FAVOR	mtsd
3612	Donald Trump	AGAINST	mtsd
3613	Donald Trump	FAVOR	mtsd
3614	Donald Trump	AGAINST	mtsd
3615	Donald Trump	AGAINST	mtsd
3616	Donald Trump	AGAINST	mtsd
3617	Donald Trump	NONE	mtsd
3618	Donald Trump	AGAINST	mtsd
3619	Donald Trump	FAVOR	mtsd
3620	Donald Trump	AGAINST	mtsd
3621	Donald Trump	FAVOR	mtsd
3622	Donald Trump	FAVOR	mtsd
3623	Donald Trump	FAVOR	mtsd
3624	Donald Trump	FAVOR	mtsd
3625	Donald Trump	AGAINST	mtsd
3626	Donald Trump	FAVOR	mtsd
3627	Donald Trump	NONE	mtsd
3628	Donald Trump	FAVOR	mtsd
3629	Donald Trump	NONE	mtsd
3630	Donald Trump	AGAINST	mtsd
3631	Donald Trump	FAVOR	mtsd
3632	Donald Trump	AGAINST	mtsd
3633	Donald Trump	AGAINST	mtsd
3634	Donald Trump	NONE	mtsd
3635	Donald Trump	AGAINST	mtsd
3636	Donald Trump	NONE	mtsd
3637	Donald Trump	AGAINST	mtsd
3638	Donald Trump	AGAINST	mtsd
3639	Donald Trump	NONE	mtsd
3640	Donald Trump	NONE	mtsd
3641	Donald Trump	AGAINST	mtsd
3642	Donald Trump	AGAINST	mtsd
3643	Donald Trump	NONE	mtsd
3644	Donald Trump	AGAINST	mtsd
3645	Donald Trump	NONE	mtsd
3646	Donald Trump	AGAINST	mtsd
3647	Donald Trump	AGAINST	mtsd
3648	Donald Trump	AGAINST	mtsd
3649	Donald Trump	FAVOR	mtsd
3650	Donald Trump	AGAINST	mtsd
3651	Donald Trump	AGAINST	mtsd
3652	Donald Trump	FAVOR	mtsd
3653	Donald Trump	FAVOR	mtsd
3654	Donald Trump	FAVOR	mtsd
3655	Donald Trump	AGAINST	mtsd
3656	Donald Trump	NONE	mtsd
3657	Donald Trump	AGAINST	mtsd
3658	Donald Trump	FAVOR	mtsd
3659	Donald Trump	AGAINST	mtsd
3660	Donald Trump	AGAINST	mtsd
3661	Donald Trump	AGAINST	mtsd
3662	Donald Trump	AGAINST	mtsd
3663	Donald Trump	FAVOR	mtsd
